"","SITE","YEAR","MONTH","sd_TEMP","TEMP_C"
"1","ABUR","2002","08",1.04233712151854,14.7925529100529
"2","ABUR","2002","09",1.00952947585909,14.6181319444444
"3","ABUR","2002","10",0.688001046719256,15.4033333333333
"4","ABUR","2002","11",0.536479224498329,15.2205023148148
"5","ABUR","2002","12",0.808611137908769,14.9596191756272
"6","ABUR","2003","01",0.331213359534212,14.9907750896057
"7","ABUR","2003","02",0.366846637522067,14.8975446428571
"8","ABUR","2003","03",1.48212354912279,12.9420246593121
"9","ABUR","2003","04",1.00343411873407,11.934312702828
"10","ABUR","2003","05",1.24080658350603,12.5288228046595
"11","ABUR","2003","06",0.708856213424852,14.7846493055556
"12","ABUR","2003","07",1.43959486006522,15.8154715501792
"13","ABUR","2003","08",0.899525544114457,14.1471761489389
"14","ABUR","2003","09",1.43646582156696,15.5771041666667
"15","ABUR","2003","10",1.21547600720699,16.4608887768817
"16","ABUR","2003","11",0.921994128487094,16.0083090277778
"17","ABUR","2003","12",0.577743984510615,14.119186827957
"18","ABUR","2004","01",0.38092080253016,13.4514012096774
"19","ABUR","2004","02",0.458255987063116,12.9960093390805
"20","ABUR","2004","03",0.774391390013933,13.8462668010753
"21","ABUR","2004","04",1.41364877665418,13.871578581363
"22","ABUR","2004","05",1.22815192378872,13.8108568548387
"23","ABUR","2004","06",1.68602349689813,15.2728263888889
"24","ABUR","2004","07",1.52635493510206,14.5576588868941
"25","ABUR","2004","08",1.28004947355144,16.0249731182796
"26","ABUR","2004","09",1.93658317493791,17.7698125
"27","ABUR","2004","10",0.739556248106357,17.3523655913978
"28","ABUR","2004","11",0.730486020616772,16.3100590277778
"29","ABUR","2004","12",0.300896915746494,14.874311155914
"30","ABUR","2005","01",0.241745982542524,14.5274227150538
"31","ABUR","2005","02",0.385710572288673,14.6374776785714
"32","ABUR","2005","03",1.56058236587599,14.0360483870968
"33","ABUR","2005","04",1.21686178658198,12.1058240611961
"34","ABUR","2005","05",1.22019554705315,12.9891849192101
"35","ABUR","2005","06",1.11329781461736,13.3923645833333
"36","ABUR","2005","07",1.73669899176085,14.6639260057471
"37","ABUR","2005","08",1.15035966458796,16.0642876344086
"38","ABUR","2005","09",1.03372110843026,15.3238055555556
"39","ABUR","2005","10",0.889435465338424,14.9668531586022
"40","ABUR","2005","11",0.645374301046185,15.8991458333333
"41","ABUR","2005","12",0.322652343026608,14.8371068548387
"42","ABUR","2006","01",0.62379033708915,13.4694186827957
"43","ABUR","2006","02",0.511569381681078,13.4899255952381
"44","ABUR","2006","03",1.17240589452638,11.6749639249639
"45","ABUR","2006","04",0.707594142215263,12.3914290681502
"46","ABUR","2006","05",1.00618618865774,13.5310887096774
"47","ABUR","2006","06",0.729453079684299,14.3287048611111
"48","ABUR","2006","07",1.62777735562564,14.8237378815081
"49","ABUR","2006","08",1.17614933180285,16.3289583333333
"50","ABUR","2006","09",1.42356470507581,16.1771493055556
"51","ABUR","2006","10",0.779760088081432,16.5902318548387
"52","ABUR","2006","11",0.762605930393103,16.5607881944444
"53","ABUR","2006","12",0.61426246745126,14.9188373655914
"54","ABUR","2007","01",0.378511696976913,13.3892315978456
"55","ABUR","2007","02",0.725621329747232,13.6539099702381
"56","ABUR","2007","03",0.871239441412915,12.8179744279946
"57","ABUR","2007","04",1.29792390353616,12.5594097222222
"58","ABUR","2007","05",0.936592853054704,12.1820194892473
"59","ABUR","2007","06",1.65371748604928,14.7308923611111
"60","ABUR","2007","07",1.18960470910342,16.1876768402154
"61","ABUR","2007","08",1.29899836557294,15.4606754032258
"62","ABUR","2007","09",1.15285516703941,15.5295173611111
"63","ABUR","2007","10",1.38259855004937,13.8735315860215
"64","ABUR","2007","11",0.479187526134681,14.2921059027778
"65","ABUR","2007","12",0.599191885302981,13.0718985215054
"66","ABUR","2008","01",0.348752539661955,12.7824529569892
"67","ABUR","2008","02",0.472621432660453,12.5105208333333
"68","ABUR","2008","03",1.00531753092733,12.0508090614887
"69","ABUR","2008","04",0.97863008488378,11.7935555555556
"70","ABUR","2008","05",1.03406714841564,12.7514280913978
"71","ABUR","2008","06",1.12941531570737,14.1063159722222
"72","ABUR","2008","07",1.16332903852378,15.6355813172043
"73","ABUR","2008","08",0.872420122750918,17.4101329022989
"74","ABUR","2008","09",1.05787687006675,16.3580902777778
"75","ABUR","2008","10",1.02472173188682,15.6192708333333
"76","ABUR","2008","11",0.910623133033703,15.4963211805556
"77","ABUR","2008","12",1.2274144669717,13.8635080789946
"78","ABUR","2009","01",0.334397724508154,13.1952788978495
"79","ABUR","2009","02",0.51991138387769,12.7659077380952
"80","ABUR","2009","03",0.653674044473522,12.7662213997308
"81","ABUR","2009","04",0.934492045409383,12.2813784722222
"82","ABUR","2009","05",1.11571765265416,13.0717103494624
"83","ABUR","2009","06",1.13822292053259,14.5098870853917
"84","ABUR","2009","07",0.767734414183744,14.4249893992933
"85","ABUR","2009","08",0.772495117326478,14.8313064516129
"86","ABUR","2009","09",0.817982907277136,17.0257097222222
"87","ABUR","2009","10",1.1537960411907,17.3082862903226
"88","ABUR","2009","11",0.71659582133059,15.7710534722222
"89","ABUR","2009","12",0.425045549993351,14.3182909946237
"90","ABUR","2010","01",0.217104645072007,14.5567198364008
"91","ABUR","2010","02",0.326030026403905,14.3744388801262
"92","ABUR","2010","03",1.08404302061466,12.8512277927322
"93","ABUR","2010","04",1.19445124702393,12.5078520833333
"94","ABUR","2010","05",1.0594215954721,11.8151297043011
"95","ABUR","2010","06",1.20900875286505,15.1258781006378
"96","ABUR","2010","07",0.992592365420803,13.8577371569317
"97","ABUR","2010","08",1.04976569579031,13.3280087365591
"98","ABUR","2010","09",1.15871148394238,13.8857263888889
"99","ABUR","2010","10",1.05285471902142,15.889314516129
"100","ABUR","2010","11",1.76809159058233,14.3005310763889
"101","ABUR","2010","12",0.750785324829467,13.1781132392473
"102","ABUR","2011","01",0.429638262005589,13.1161633064516
"103","ABUR","2011","02",0.490596068351455,13.4816031237485
"104","ABUR","2011","03",0.700559693039958,11.8306456931359
"105","ABUR","2011","04",1.00154059326759,12.1667389717067
"106","ABUR","2011","05",1.1441087165561,12.087460125448
"107","ABUR","2011","06",1.74533845343435,13.7386145833333
"108","ABUR","2011","07",1.17456991974931,15.750138076293
"109","ABUR","2011","08",1.33435953208999,15.2519072580645
"110","ABUR","2011","09",1.15745617048826,15.3270770833333
"111","ABUR","2011","10",1.15211309427727,15.1307515681004
"112","ABUR","2011","11",0.675067364255756,14.7288491898148
"113","ABUR","2011","12",0.235763846870143,14.1690062724014
"114","ABUR","2012","01",0.268538897156007,14.0104535455184
"115","ABUR","2012","02",0.778140793313106,13.3343081896552
"116","ABUR","2012","03",0.659742426678435,11.9445235531629
"117","ABUR","2012","04",0.854389819908242,12.1698914351852
"118","ABUR","2012","05",0.858647019109275,13.5733187724014
"119","ABUR","2012","06",1.22453134274825,15.3833145833333
"120","ABUR","2012","07",0.861218956920434,14.7153691890058
"121","ABUR","2012","08",1.08149969208219,15.7099297715054
"122","ABUR","2012","09",0.819746125971339,16.5099256944444
"123","ABUR","2012","10",1.08697210998262,17.4226414650538
"124","ABUR","2012","11",1.20244661129548,15.4303163194444
"125","ABUR","2012","12",0.974348523212713,14.8644956317204
"126","ABUR","2013","01",0.520284968430231,12.5944220430108
"127","ABUR","2013","02",0.436312788432984,12.6968954475309
"128","ABUR","2013","03",0.741922260579217,13.0306527590848
"129","ABUR","2013","04",1.40808999952225,12.9038434723172
"130","ABUR","2013","05",1.16850627517999,15.0473219086022
"131","ABUR","2013","06",1.1559322209559,15.6639863157895
"132","ABUR","2013","07",1.63184542959115,15.2029112903226
"133","ABUR","2013","08",1.24196474974938,15.836936155914
"134","ABUR","2013","09",1.18218865383525,15.4976392361111
"135","ABUR","2013","10",1.19017696242479,16.542814516129
"136","ABUR","2013","11",0.488310470128114,16.1477164930556
"137","ABUR","2013","12",0.554860342903776,14.6619855510753
"138","ABUR","2014","01",0.248319443672844,15.1835423387097
"139","ABUR","2014","02",0.387681314879682,14.5242511013216
"140","ABUR","2014","03",1.25803229746305,14.7587052489906
"141","ABUR","2014","04",1.26977097542856,12.5464479166667
"142","ABUR","2014","05",1.44892238659631,13.9674593413979
"143","ABUR","2014","06",1.61403421221185,16.1688041666667
"144","ABUR","2014","07",1.30719641267078,18.1010349462366
"145","ABUR","2014","08",1.19058632468411,16.7399153225806
"146","ABUR","2014","09",1.11966547424641,17.9686222222222
"147","ABUR","2014","10",1.17754741493505,20.0014606854839
"148","ABUR","2014","11",0.361271965738621,18.3138659722222
"149","ABUR","2014","12",0.676662433081463,17.5988024193548
"150","ABUR","2015","01",0.240448162644901,16.1947956989247
"151","ABUR","2015","02",0.418778609779887,16.1993524247492
"152","ABUR","2015","03",0.659389585104454,15.7482537012113
"153","ABUR","2015","04",1.19005429602568,13.8363045138889
"154","ABUR","2015","05",1.00844260502419,13.6162335349462
"155","ABUR","2015","06",1.10670741333521,15.4746927083333
"156","ABUR","2015","07",1.89408467771622,16.6725868352547
"157","ABUR","2015","08",1.72474549099482,18.3277822580645
"158","ABUR","2015","09",1.11039819029898,20.8530263888889
"159","ABUR","2015","10",1.14051773502603,20.5124032258065
"160","ABUR","2015","11",0.973984739238243,17.1091154513889
"161","ABUR","2015","12",1.40521963856757,16.2318719599428
